27.75,47.78
27.75,47.76
27.73,47.73
27.72,47.70
27.71,47.68
27.71,47.67
27.71,47.65
27.70,47.62
27.69,47.61
27.68,47.60
27.67,47.57
27.66,47.56
27.66,47.55
27.66,47.56
27.64,47.56
27.65,47.55
27.64,47.54
27.63,47.53
27.63,47.54
27.63,47.53
27.60,47.48
27.60,47.44
27.59,47.44
27.59,47.39
27.57,47.38
27.58,47.41
27.55,47.43
27.56,47.42
27.55,47.37
27.55,47.36
27.53,47.35
27.54,47.32
27.51,47.28
27.52,47.26
27.51,47.25
27.51,47.25
27.49,47.24
27.49,47.25
27.47,47.25
27.49,47.26
27.46,47.23
27.46,47.22
27.45,47.18
27.44,47.16
27.43,47.12
27.44,47.09
27.42,47.07
27.41,47.03
27.41,46.99
27.41,46.96
27.41,46.93
27.40,46.89
27.40,46.85
27.38,46.82
27.38,46.83
27.37,46.79
27.36,46.73
27.35,46.67
27.35,46.62
27.35,46.57
27.32,46.53
27.32,46.48
27.32,46.44
27.30,46.37
27.30,46.08
27.29,45.82
27.31,45.65
27.28,46.09
27.30,46.54
27.37,47.25
27.43,48.12
27.52,49.05
27.59,50.03
27.70,51.03
27.81,52.02
27.93,52.95
28.03,53.84
28.16,54.69
28.28,55.48
28.39,56.22
28.52,56.88
28.63,57.51
28.74,58.09
28.84,58.63
28.94,59.12
29.04,59.57
29.13,59.99
29.20,60.36
29.30,60.69
29.36,60.99
29.45,61.27
29.50,61.58
29.59,61.80
29.65,61.83
29.71,61.73
29.75,61.57
29.80,61.29
29.85,60.89
29.87,60.38
29.90,59.84
29.93,59.27
29.95,58.68
29.98,58.13
29.97,57.61
30.00,57.14
30.00,56.65
30.02,56.22
30.03,55.78
30.04,55.38
30.04,54.92
30.05,54.47
30.05,54.01
30.06,53.59
30.06,53.17
30.05,52.80
30.06,52.46
30.06,52.14
30.06,51.76
30.05,51.45
30.05,51.15
30.06,50.88
30.05,50.63
30.06,50.34
30.04,50.06
30.04,49.79
30.04,49.51
30.05,49.26
30.03,48.99
30.03,48.68
30.02,48.37
30.02,48.06
30.02,47.78
30.02,47.52
30.01,47.29
30.00,47.04
29.98,46.80
29.97,46.53
29.97,46.25
29.96,46.19
29.95,45.80
29.96,44.96
29.94,44.03
29.92,43.55
29.92,43.24
29.90,43.16
29.90,43.10
29.90,42.99
29.89,42.78
29.88,42.62
29.87,42.53
29.88,42.58
29.86,42.59
29.85,42.54
29.85,42.60
29.82,42.65
29.82,42.66
29.81,42.71
29.81,42.77
29.78,42.77
29.78,42.81
29.77,42.75
29.75,42.61
29.75,42.79
29.74,43.13
29.74,43.16
29.72,44.54
29.77,50.57
29.82,54.73
29.87,57.71
29.88,60.35
29.90,63.20
29.97,66.95
30.11,70.53
30.26,73.20
30.35,74.70
30.38,75.48
30.38,75.87
30.38,76.11
30.39,76.45
30.40,76.86
30.41,77.85
30.46,78.37
30.51,78.99
30.57,79.27
30.63,80.00
30.71,80.29
30.77,80.07
30.79,79.72
30.83,79.58
30.86,78.83
30.87,77.86
30.90,77.22
30.91,74.56
30.87,73.05
30.86,71.77
30.85,70.74
30.84,69.52
30.83,68.94
30.81,68.74
30.80,68.94
30.80,69.08
30.78,69.41
30.78,69.81
30.77,69.84
30.74,69.76
30.71,69.64
30.69,69.77
30.68,70.12
30.67,70.44
30.66,70.61
30.63,70.68
30.62,71.04
30.60,71.20
30.56,71.48
30.55,71.91
30.52,72.01
30.51,72.16
30.48,72.24
30.45,72.30
30.42,72.39
30.40,72.42
30.37,72.55
30.35,72.77
30.33,73.09
30.28,73.32
30.26,73.25
30.20,70.22
30.12,68.30
30.08,67.76
30.05,67.51
30.02,67.72
30.00,67.90
29.95,67.88
29.93,68.02
29.91,68.18
29.88,68.36
29.85,66.04
29.78,63.26
29.75,62.24
29.70,62.10
29.67,62.53
29.65,63.18
29.62,63.73
29.61,63.54
29.58,63.26
29.57,63.42
29.54,63.92
29.53,64.21
29.53,64.21
29.51,64.73
29.51,66.83
29.53,68.02
29.54,68.13
29.52,68.17
29.53,68.16
29.51,68.28
29.50,68.17
29.47,68.10
29.48,68.33
29.48,68.55
29.47,68.68
29.48,68.81
29.50,69.05
29.51,68.94
29.50,68.66
29.49,68.32
29.50,68.93
29.51,69.24
29.53,69.43
29.52,69.79
29.53,69.95
29.53,69.77
29.54,70.55
29.54,69.98
29.53,68.78
29.51,67.31
29.49,65.33
29.47,64.27
29.46,63.86
29.46,63.96
29.45,63.70
29.43,63.41
29.43,63.34
29.42,63.31
29.41,63.23
29.38,63.14
29.36,63.01
29.35,63.01
29.36,62.92
29.34,62.80
29.32,62.92
29.31,63.18
29.30,63.24
29.28,63.73
29.24,64.21
29.20,63.47
29.15,62.20
29.11,64.21
29.11,65.49
29.09,64.12
29.07,63.76
29.06,63.21
29.04,65.40
29.27,75.60
29.72,90.50
29.97,98.31
29.91,100.65
29.70,100.67
29.51,97.69
29.48,95.39
29.47,93.73
29.44,90.71
29.36,85.29
29.36,85.57
29.36,85.94
29.36,85.80
29.36,85.71
29.30,82.07
29.27,79.80
29.22,77.75
29.19,76.40
29.18,78.27
29.21,79.92
29.21,80.18
29.19,77.34
29.15,73.37
29.11,71.67
29.08,70.59
29.05,68.54
29.09,72.63
29.15,75.94
29.19,78.32
29.18,78.00
29.14,76.96
29.11,77.29
29.08,77.40
29.05,76.97
29.03,76.39
29.02,76.22
28.99,76.08
28.97,76.05
28.95,75.79
28.94,75.62
28.92,74.80
28.90,73.17
28.88,70.85
28.86,69.30
28.84,67.04
28.82,65.90
28.79,65.56
28.79,65.27
28.78,63.22
28.75,61.05
28.73,58.79
28.71,57.64
28.69,56.90
28.70,56.79
28.68,57.06
28.67,57.55
28.64,57.46
28.62,56.71
28.61,56.10
28.60,54.95
28.57,53.88
28.57,52.95
28.56,52.66
28.54,52.59
28.52,52.43
28.50,52.08
28.49,51.37
28.47,50.35
28.45,49.47
28.43,49.40
28.44,49.44
28.43,49.68
28.41,49.95
28.39,50.29
28.38,50.76
28.38,51.27
28.35,51.66
28.33,51.94
28.32,52.15
28.31,52.13
28.30,52.07
28.28,52.05
28.27,51.98
28.26,51.95
28.24,51.41
28.24,51.13
28.21,50.77
28.19,49.86
28.18,48.82
28.17,48.44
28.16,48.44
28.15,48.57
28.13,47.98
28.13,47.32
28.11,46.90
28.11,46.67
28.09,46.11
28.08,45.51
28.06,45.10
28.04,44.62
28.02,43.89
28.00,43.43
27.99,43.39
27.98,43.71
27.96,44.03
27.95,44.25
27.95,44.67
27.93,45.15
27.91,45.57
27.91,45.98
27.88,46.36
27.89,46.76
27.87,47.19
27.87,47.57
27.85,47.94
27.84,48.28
27.84,48.53
27.83,48.82
27.81,49.07
27.80,49.30
27.80,49.52
27.79,49.76
27.78,49.99
27.75,50.21
27.74,50.38
27.74,50.53
27.73,50.65
27.71,50.82
27.71,50.98
27.70,51.15
27.68,51.31
27.68,51.50
27.67,51.64
27.67,51.79
27.65,51.92
27.65,52.05
27.64,52.18
27.63,52.30
27.63,52.40
27.61,52.48
27.61,52.54
27.60,52.61
27.58,52.64
27.59,52.65
27.59,52.65
27.56,52.67
27.56,52.69
27.56,52.71
27.55,52.69
27.54,52.59
27.54,52.50
27.52,52.45
27.52,52.45
27.51,52.48
27.51,52.49
27.51,52.54
27.49,52.58
27.47,52.61
